carat,cut,color,clarity,depth,table,price
0.97,Ideal,F,I1,60.7,56.0,2830
0.53,Ideal,F,VVS1,60.9,57.0,2830
0.53,Ideal,F,VVS1,61.8,57.0,2830
0.8,Ideal,I,VS2,62.1,54.4,2830
0.9,Premium,G,SI1,60.6,62.0,2830
0.76,Very Good,E,SI2,60.8,60.0,2831
0.72,Ideal,E,SI1,62.3,57.0,2831
0.75,Ideal,E,SI1,61.4,57.0,2831
0.72,Premium,E,SI1,62.1,58.0,2831
0.79,Ideal,G,SI1,61.8,56.0,2831
0.72,Very Good,F,VS2,62.5,58.0,2832
0.91,Very Good,I,SI2,62.8,61.0,2832
0.71,Premium,G,VVS2,62.1,57.0,2832
0.81,Premium,G,SI1,63.0,60.0,2832
0.82,Ideal,H,SI1,62.5,57.0,2832
0.71,Premium,F,VS1,62.2,58.0,2832
0.9,Good,J,SI1,64.3,63.0,2832
0.8,Very Good,I,VS2,62.0,58.0,2833
0.56,Very Good,E,IF,61.0,59.0,2833
0.7,Very Good,D,VS2,59.6,61.0,2833
0.7,Ideal,D,VS2,61.0,57.0,2833
0.61,Ideal,F,VVS2,61.7,55.0,2833
0.85,Ideal,H,SI2,62.5,57.0,2833
0.7,Ideal,F,SI1,60.7,57.0,2833
0.8,Ideal,G,VS2,62.2,56.0,2834
0.8,Ideal,H,VS2,62.8,57.0,2834
0.51,Very Good,D,VVS1,59.9,58.0,2834
0.53,Ideal,F,VVS1,61.4,57.0,2834
0.78,Ideal,I,VS2,61.8,55.0,2834
0.9,Very Good,J,SI1,63.4,54.0,2834
0.9,Fair,G,SI2,65.3,59.0,2834
0.77,Ideal,E,SI2,60.7,55.0,2834
0.73,Ideal,F,VS1,61.2,56.0,2835
0.63,Ideal,F,VVS2,61.9,57.0,2835
0.7,Ideal,E,VS2,61.5,54.0,2835
0.72,Ideal,E,VS2,62.8,57.0,2835
0.72,Ideal,E,SI1,61.0,57.0,2835
0.75,Premium,F,VS2,59.6,59.0,2835
0.82,Very Good,H,SI1,60.7,56.0,2836
0.71,Good,E,VS2,62.8,60.0,2836
0.7,Premium,E,VS1,62.6,59.0,2837
0.7,Ideal,E,VS1,61.8,56.0,2837
0.71,Ideal,F,SI1,59.8,53.0,2838
0.76,Very Good,H,SI1,60.9,55.0,2838
0.82,Fair,F,SI1,64.9,58.0,2838
0.72,Premium,F,VS1,58.8,60.0,2838
0.7,Premium,F,VS2,62.3,58.0,2838
0.7,Premium,F,VS2,61.7,58.0,2838
0.7,Premium,G,VS1,62.6,55.0,2838
0.7,Premium,F,VS2,59.4,61.0,2838
0.7,Very Good,E,SI1,63.5,59.0,2838
0.7,Premium,F,VS2,60.9,61.0,2838
0.7,Premium,F,VS2,59.5,58.0,2838
0.7,Premium,G,VS1,63.0,60.0,2838
0.74,Very Good,E,SI1,60.0,57.0,2839
0.71,Ideal,F,VS1,61.5,57.0,2839
0.7,Ideal,F,VS1,61.6,54.0,2839
0.71,Ideal,F,VS1,62.1,55.0,2839
0.71,Premium,F,VS1,59.1,61.0,2839
0.71,Premium,F,VS1,59.0,60.0,2839
0.71,Premium,F,VS1,60.5,58.0,2839
0.7,Ideal,F,VS1,62.4,53.0,2839
0.73,Ideal,G,VS2,61.8,54.0,2839
0.7,Ideal,E,VS2,62.1,54.0,2839
0.7,Ideal,G,VS1,61.3,57.0,2839
0.71,Premium,G,VVS2,60.3,58.0,2839
0.71,Premium,F,VS1,59.2,58.0,2839
0.79,Premium,G,VS2,59.3,62.0,2839
0.71,Premium,F,VS1,62.7,59.0,2839
0.77,Very Good,H,VS1,61.0,60.0,2840
0.75,Very Good,F,SI2,59.8,56.0,2840
0.7,Ideal,F,SI1,61.0,56.0,2840
0.71,Premium,F,VS2,59.3,56.0,2840
0.92,Ideal,D,SI2,61.9,56.0,2840
0.83,Premium,F,SI2,61.4,59.0,2840
0.7,Premium,H,VVS1,59.2,60.0,2840
0.73,Premium,F,VS2,60.3,59.0,2841
0.71,Very Good,D,VS1,63.4,55.0,2841
0.73,Very Good,D,SI1,63.9,57.0,2841
0.82,Ideal,F,SI2,61.7,53.0,2841
0.82,Ideal,F,SI2,62.3,56.0,2841
0.82,Very Good,F,SI2,59.7,57.0,2841
0.52,Ideal,F,VVS1,61.2,56.0,2841
1.0,Premium,F,I1,58.9,60.0,2841
0.95,Fair,G,SI1,66.7,56.0,2841
0.73,Ideal,D,SI1,61.4,57.0,2841
0.73,Premium,F,VS2,59.9,59.0,2841
0.73,Premium,G,VS1,61.4,58.0,2841
0.8,Ideal,I,VS1,62.6,54.0,2842
0.7,Premium,F,VS2,58.7,61.0,2842
0.7,Very Good,E,VS2,60.2,62.0,2843
0.7,Very Good,E,VS2,62.7,58.0,2843
0.71,Very Good,E,VS2,59.4,58.0,2843
0.81,Very Good,F,SI2,63.2,58.0,2843
0.71,Very Good,D,SI1,61.5,58.0,2843
0.73,Ideal,G,VVS2,61.3,57.0,2843
0.73,Very Good,F,VS1,61.8,59.0,2843
0.72,Ideal,E,VS2,62.0,57.0,2843
0.81,Ideal,F,SI2,62.1,57.0,2843
0.71,Ideal,G,VVS2,60.7,57.0,2843
0.73,Very Good,E,SI1,57.7,61.0,2844
0.7,Very Good,E,VS1,62.0,59.0,2844
1.01,Ideal,I,I1,61.5,57.0,2844
1.01,Good,I,I1,63.1,57.0,2844
0.79,Ideal,H,VS2,62.5,57.0,2844
0.7,Very Good,E,VS2,61.8,59.0,2845
0.7,Very Good,E,VS2,58.9,60.0,2845
0.8,Good,H,VS2,63.4,60.0,2845
1.27,Premium,H,SI2,59.3,61.0,2845
0.79,Ideal,D,SI1,61.5,56.0,2846
0.72,Very Good,F,VS1,60.2,59.0,2846
0.73,Ideal,H,VVS2,61.6,56.0,2846
1.01,Fair,H,SI2,65.4,59.0,2846
1.01,Good,H,I1,64.2,61.0,2846
0.73,Ideal,E,SI1,59.1,59.0,2846
0.7,Ideal,E,SI1,61.6,57.0,2846
0.7,Good,F,VS2,59.1,61.0,2846
0.77,Premium,E,SI1,62.9,59.0,2846
0.77,Premium,G,VS2,61.3,60.0,2846
0.77,Premium,G,VS1,61.4,58.0,2846
0.84,Very Good,H,SI1,61.2,57.0,2847
0.72,Ideal,E,SI1,60.3,57.0,2847
0.76,Premium,D,SI1,61.1,59.0,2847
0.7,Very Good,G,VVS2,62.9,59.0,2848
0.54,Ideal,D,VVS2,61.5,55.0,2848
0.75,Fair,D,SI2,64.6,57.0,2848
0.79,Good,E,SI1,64.1,54.0,2849
0.74,Very Good,E,VS1,63.1,58.0,2849
0.7,Very Good,E,VS2,61.0,60.0,2850
0.7,Ideal,F,VS2,60.8,59.0,2850
0.75,Ideal,J,SI1,61.5,56.0,2850
1.2,Very Good,H,I1,63.1,60.0,2850
0.8,Very Good,F,SI1,63.4,57.0,2851
0.66,Ideal,D,VS1,62.1,56.0,2851
0.87,Very Good,F,SI2,61.0,63.0,2851
0.86,Premium,H,SI1,62.7,59.0,2851
0.74,Ideal,F,SI1,61.0,57.0,2851
0.58,Very Good,E,IF,60.6,59.0,2852
0.78,Ideal,I,VS1,61.5,57.0,2852
0.74,Ideal,G,SI1,61.3,55.0,2852
0.73,Ideal,E,SI1,62.7,55.0,2852
0.91,Very Good,I,SI1,63.5,57.0,2852
0.71,Premium,F,VS2,62.6,58.0,2853
0.71,Good,G,VS1,63.5,55.0,2853
0.79,Ideal,D,SI2,62.8,57.0,2853
0.79,Premium,D,SI2,60.0,60.0,2853
0.71,Premium,E,SI1,62.7,58.0,2853
0.82,Premium,I,VS1,61.9,58.0,2853
0.78,Very Good,H,VS1,61.9,57.1,2854
0.7,Very Good,E,VS1,62.4,56.0,2854
1.12,Premium,H,I1,59.1,61.0,2854
0.73,Premium,E,VS2,62.0,57.0,2854
0.91,Fair,J,VS2,64.4,62.0,2854
0.91,Fair,J,VS2,65.4,60.0,2854
0.91,Good,J,VS2,64.2,58.0,2854
0.91,Fair,H,SI1,65.8,58.0,2854
0.7,Premium,E,VS1,58.4,59.0,2854
0.68,Premium,F,VVS2,61.7,57.0,2854
0.73,Very Good,F,VS2,62.5,57.0,2855
1.03,Good,J,SI1,63.6,57.0,2855
0.74,Premium,D,VS2,62.4,57.0,2855
0.98,Fair,E,SI2,53.3,67.0,2855
1.02,Fair,I,SI1,53.0,63.0,2856
1.0,Fair,G,SI2,67.8,61.0,2856
1.02,Ideal,H,SI2,61.6,55.0,2856
0.6,Ideal,F,VVS2,60.8,57.0,2856
0.8,Ideal,G,SI2,61.6,56.0,2856
0.97,Ideal,F,I1,60.7,56.0,2856
1.0,Fair,I,SI1,67.9,62.0,2856
0.26,Ideal,E,VS1,62.3,57.0,556
0.26,Ideal,E,VS1,62.1,56.0,556
0.36,Ideal,H,SI1,61.9,55.0,556
0.34,Good,G,VS2,57.5,61.0,556
0.34,Good,E,SI1,63.3,57.0,556
0.34,Good,E,SI1,63.5,55.0,556
0.34,Good,E,SI1,63.4,55.0,556
0.34,Very Good,G,VS2,59.6,62.0,556
0.34,Ideal,E,SI1,62.2,54.0,556
0.32,Good,E,VS2,64.1,54.0,556
0.31,Ideal,I,VVS1,61.6,55.0,557
0.31,Ideal,I,VVS1,61.3,56.0,557
0.31,Ideal,I,VVS1,62.3,54.0,557
0.31,Ideal,I,VVS1,62.0,54.0,557
0.31,Ideal,I,VVS1,62.7,53.0,557
0.31,Ideal,I,VVS1,62.2,53.0,557
0.31,Ideal,G,VS2,62.2,53.6,557
0.31,Ideal,H,VS1,61.6,54.8,557
0.31,Ideal,H,VS1,61.8,54.2,557
0.33,Premium,G,SI2,59.4,59.0,557
0.33,Premium,F,SI2,62.3,58.0,557
0.33,Premium,G,SI2,62.6,58.0,557
0.33,Ideal,G,SI2,61.9,56.0,557
0.33,Premium,F,SI2,63.0,58.0,557
0.33,Premium,J,VS1,62.8,58.0,557
0.33,Premium,J,VS1,61.5,61.0,557
0.33,Ideal,J,VS1,62.1,55.0,557
0.33,Ideal,I,SI1,63.0,57.0,557
0.33,Good,I,SI1,63.6,53.0,557
0.33,Premium,I,SI1,60.4,59.0,557
1.0,Fair,H,SI2,66.1,56.0,2856
0.77,Premium,F,SI1,60.8,59.0,2856
0.77,Premium,F,SI1,61.0,58.0,2856
0.7,Good,E,VVS2,60.1,63.0,2857
0.9,Very Good,G,SI2,63.1,58.0,2857
0.72,Ideal,E,SI1,62.3,57.0,2857
0.9,Premium,I,VS2,61.9,59.0,2857
0.72,Premium,E,SI1,62.1,58.0,2857
0.7,Ideal,G,VVS2,62.1,56.0,2858
0.81,Very Good,F,SI1,61.3,57.0,2858
0.81,Very Good,F,SI1,61.7,57.0,2858
0.71,Premium,E,VS2,61.0,60.0,2858
0.7,Premium,E,VS2,61.4,59.0,2858
0.71,Premium,E,VS2,61.5,60.0,2858
0.71,Very Good,E,VS2,63.5,59.0,2858
0.92,Premium,J,SI1,62.9,58.0,2858
0.76,Ideal,E,SI1,62.7,54.0,2858
0.73,Ideal,D,SI1,61.5,56.0,2858
0.71,Premium,D,VS2,60.4,62.0,2858
0.7,Good,E,VVS2,63.6,62.0,2858
0.9,Fair,G,SI2,64.5,56.0,2858
0.71,Fair,D,VS2,56.9,65.0,2858
0.7,Ideal,D,VS2,61.0,57.0,2859
0.7,Premium,D,VS2,62.4,56.0,2859
0.77,Premium,F,VS1,60.9,60.0,2859
0.71,Ideal,G,VS1,61.5,56.0,2859
0.7,Premium,D,VS2,59.6,61.0,2859
0.75,Fair,F,VS1,55.8,70.0,2859
0.83,Premium,E,SI2,59.2,60.0,2859
0.71,Very Good,F,VS2,61.3,61.0,2860
0.9,Very Good,J,SI2,63.6,58.0,2860
0.6,Ideal,E,VVS2,61.9,54.9,2860
0.71,Premium,D,VS1,62.9,57.0,2860
0.53,Ideal,F,VVS1,61.4,57.0,2860
0.71,Premium,D,SI1,60.7,58.0,2861
0.62,Ideal,G,VVS2,61.6,56.0,2861
0.62,Ideal,G,VVS2,61.6,56.0,2861
0.9,Premium,I,SI1,63.0,58.0,2861
0.62,Fair,F,IF,60.1,61.0,2861
0.82,Premium,E,SI2,61.7,59.0,2861
0.66,Premium,D,VS1,61.0,58.0,2861
0.7,Very Good,D,SI1,62.5,55.0,2862
0.8,Very Good,F,SI1,62.6,58.0,2862
0.8,Very Good,D,SI2,62.5,59.0,2862
0.79,Premium,F,SI1,62.3,54.0,2862
0.71,Very Good,F,VVS1,63.2,60.0,2862
0.7,Ideal,H,VS2,61.1,57.0,2862
0.7,Very Good,E,VS2,58.7,63.0,2862
0.79,Premium,H,VS1,60.0,60.0,2862
0.7,Premium,E,VS2,59.5,59.0,2862
1.22,Premium,E,I1,60.9,57.0,2862
1.01,Fair,E,SI2,67.6,57.0,2862
0.73,Premium,E,VS2,62.5,61.0,2862
0.91,Good,I,VS2,64.3,58.0,2863
0.71,Ideal,D,SI1,60.8,56.0,2863
0.83,Premium,G,SI1,62.3,58.0,2863
0.84,Premium,F,SI2,62.3,59.0,2863
0.71,Premium,D,SI1,61.0,61.0,2863
0.71,Premium,D,SI1,59.7,59.0,2863
0.71,Premium,D,SI1,61.7,56.0,2863
0.71,Ideal,D,SI1,61.7,57.0,2863
0.71,Premium,D,SI1,61.4,58.0,2863
0.71,Premium,D,SI1,60.6,58.0,2863
0.91,Premium,J,SI1,59.5,62.0,2863
0.9,Premium,J,VS2,59.8,62.0,2863
0.71,Premium,H,VVS2,61.5,62.0,2863
0.71,Premium,E,SI1,59.1,61.0,2863
0.72,Ideal,F,VS2,59.5,57.0,2863
0.72,Premium,E,SI1,60.9,60.0,2863
0.71,Ideal,E,VS2,61.0,55.0,2863
0.81,Ideal,E,SI2,60.3,57.0,2864
0.83,Very Good,I,VS2,61.6,58.0,2865
0.73,Premium,D,SI1,60.8,55.0,2865
0.56,Very Good,D,VVS1,62.0,56.0,2866
0.56,Very Good,D,VVS1,61.8,55.0,2866
0.71,Ideal,E,VS1,62.2,55.0,2866
0.7,Ideal,H,VVS1,62.3,58.0,2866
0.96,Premium,I,SI1,61.3,58.0,2866
0.71,Very Good,H,VVS1,62.9,57.0,2867
0.7,Ideal,D,VS2,62.4,57.0,2867
0.71,Ideal,H,VVS1,60.4,57.0,2867
0.8,Premium,H,VS2,61.2,53.0,2867
0.95,Premium,F,SI2,58.4,57.0,2867
0.82,Ideal,F,SI2,62.3,56.0,2867
0.52,Ideal,F,VVS1,61.2,56.0,2867
0.82,Ideal,F,SI2,61.7,53.0,2867
0.82,Ideal,F,SI2,62.3,56.0,2867
0.82,Premium,F,SI2,59.7,57.0,2867
0.8,Ideal,G,SI1,61.3,57.0,2867
0.96,Fair,F,SI2,68.2,61.0,2867
0.72,Ideal,I,VS1,62.4,55.0,2868
0.62,Ideal,G,IF,60.5,57.0,2868
0.79,Premium,E,SI2,61.0,58.0,2868
0.75,Very Good,E,SI1,63.1,56.0,2868
1.08,Premium,D,I1,61.9,60.0,2869
0.72,Ideal,E,SI1,60.8,55.0,2869
0.62,Ideal,G,IF,61.8,56.0,2869
0.73,Ideal,G,VVS2,61.3,57.0,2869
0.72,Ideal,H,VVS2,60.9,57.0,2869
0.52,Premium,F,VVS2,61.8,60.0,2870
0.83,Ideal,E,SI2,62.2,57.0,2870
0.64,Premium,E,VVS2,62.1,58.0,2870
0.8,Ideal,G,SI1,62.5,57.0,2870
0.74,Ideal,H,SI1,62.1,56.0,2870
0.72,Ideal,F,SI1,61.5,56.0,2870
0.82,Ideal,H,VS2,59.5,57.0,2870
0.73,Premium,E,VS1,61.3,59.0,2870
1.04,Premium,I,I1,61.6,61.0,2870
0.73,Very Good,E,SI1,61.3,58.0,2871
0.73,Good,E,SI1,63.6,57.0,2871
0.9,Premium,J,SI1,62.8,59.0,2871
0.75,Ideal,I,SI1,61.8,55.0,2871
0.79,Ideal,G,SI1,62.6,55.0,2871
0.7,Good,D,SI1,62.5,56.7,2872
0.75,Very Good,D,SI1,60.7,55.0,2872
1.02,Ideal,I,I1,61.7,56.0,2872
0.7,Very Good,G,SI2,59.0,62.0,2872
0.7,Ideal,D,SI1,61.8,56.0,2872
0.7,Good,E,SI1,61.4,64.0,2872
0.7,Ideal,D,SI1,61.4,54.0,2872
0.7,Ideal,D,SI1,60.7,56.0,2872
0.7,Very Good,D,SI1,60.2,60.0,2872
0.72,Very Good,E,VS2,58.3,57.0,2872
0.74,Ideal,E,SI1,62.3,58.0,2872
0.84,Good,G,SI1,65.1,55.0,2872
0.76,Very Good,F,VS2,62.0,58.0,2873
0.77,Very Good,E,SI1,63.2,58.0,2873
0.76,Ideal,E,SI2,62.8,56.0,2873
1.0,Ideal,I,SI2,61.7,56.0,2873
1.0,Fair,H,SI1,65.5,62.0,2873
0.9,Fair,I,SI1,65.7,58.0,2873
0.9,Premium,J,SI1,61.8,58.0,2873
0.9,Good,J,SI1,64.0,61.0,2873
0.9,Fair,I,SI1,65.3,61.0,2873
0.9,Fair,I,SI1,65.8,56.0,2873
0.9,Premium,J,SI1,60.9,61.0,2873
0.78,Premium,F,VS2,62.6,58.0,2874
0.71,Premium,D,VS2,61.2,59.0,2874
0.7,Premium,F,VS1,59.0,59.0,2874
0.7,Premium,F,VS1,60.8,62.0,2874
0.7,Premium,G,VVS2,61.8,58.0,2874
0.7,Ideal,F,VS1,61.0,55.0,2874
0.7,Ideal,F,VS1,61.6,55.0,2874
0.7,Ideal,F,VS1,62.4,56.0,2874
0.7,Premium,G,VVS2,62.9,59.0,2874
1.0,Fair,H,SI2,67.7,60.0,2875
0.77,Ideal,H,SI1,62.4,56.0,2875
1.0,Fair,J,VS1,65.5,55.0,2875
1.0,Fair,I,SI1,66.3,61.0,2875
1.0,Fair,H,SI2,69.5,55.0,2875
0.73,Premium,E,VS1,62.6,60.0,2876
0.79,Premium,E,VS2,60.6,53.0,2876
0.72,Very Good,H,VS1,62.2,54.0,2877
0.71,Ideal,E,VS1,62.4,56.0,2877
0.74,Ideal,G,VS2,62.3,55.0,2877
0.7,Good,H,VVS1,62.7,56.0,2877
0.7,Good,F,VS1,59.1,62.0,2877
0.79,Very Good,F,SI1,62.8,59.0,2878
0.79,Very Good,F,SI1,62.7,60.0,2878
0.79,Very Good,D,SI2,59.7,58.0,2878
0.71,Ideal,I,VS2,61.5,55.0,2878
0.79,Ideal,F,SI1,62.8,56.0,2878
0.73,Very Good,F,SI1,61.4,56.0,2879
0.63,Premium,E,IF,60.3,62.0,2879
0.7,Premium,F,VS1,60.4,60.0,2879
0.71,Premium,F,VS1,62.7,58.0,2879
0.84,Ideal,G,SI2,61.0,56.0,2879
0.84,Ideal,G,SI2,62.3,55.0,2879
1.02,Ideal,J,SI2,60.3,54.0,2879
0.72,Fair,F,VS1,56.9,69.0,2879
0.72,Ideal,F,VS1,62.0,56.0,2879
0.92,Very Good,J,SI2,58.7,61.0,2880
0.74,Very Good,D,SI1,63.9,57.0,2880
0.7,Ideal,H,VVS1,62.0,55.0,2881
0.71,Very Good,E,VS2,60.0,59.0,2881
1.05,Premium,H,I1,62.0,59.0,2881
0.7,Very Good,H,IF,62.8,56.0,2882
0.54,Ideal,F,VVS1,61.8,56.0,2882
0.73,Premium,F,VS2,59.9,58.0,2882
0.88,Fair,F,SI1,56.6,65.0,2882
0.73,Premium,F,VS2,58.7,57.0,2882
0.72,Ideal,D,SI1,61.8,56.0,2883
0.9,Good,H,SI2,62.7,64.0,2883
0.9,Fair,H,SI2,65.0,61.0,2883
1.03,Fair,I,SI2,65.3,55.0,2884
0.84,Very Good,F,SI1,63.8,57.0,2885
1.01,Premium,I,SI1,62.7,60.0,2885
0.77,Ideal,D,SI2,61.5,55.0,2885
0.8,Fair,E,SI1,56.3,63.0,2885
0.9,Fair,D,SI2,66.9,57.0,2885
0.73,Ideal,E,SI1,61.4,56.0,2886
0.72,Ideal,E,SI1,62.7,55.0,2886
0.71,Very Good,D,SI1,62.4,54.0,2887
0.7,Premium,E,VS1,62.6,59.0,2887
0.79,Ideal,I,VS1,61.7,59.0,2888
0.72,Very Good,G,VVS2,62.5,58.0,2889
0.7,Very Good,E,VS2,63.5,54.0,2889
0.7,Very Good,F,VS1,62.2,58.0,2889
0.9,Good,H,SI2,63.5,58.0,2889
0.71,Very Good,F,VS1,62.8,56.0,2889
0.5,Ideal,E,VVS2,62.2,54.0,2889
0.5,Ideal,E,VVS2,62.2,54.0,2889
0.74,Ideal,F,SI1,61.2,56.0,2889
0.77,Premium,F,VS2,61.8,56.0,2889
0.77,Premium,E,SI1,59.8,61.0,2889
0.8,Ideal,F,SI1,61.5,54.0,2890
0.8,Ideal,F,SI1,62.4,57.0,2890
0.8,Premium,F,SI1,61.5,60.0,2890
0.8,Good,F,SI1,63.8,59.0,2890
0.66,Ideal,G,VVS1,61.5,56.0,2890
0.71,Very Good,E,VS2,61.2,58.0,2891
0.71,Ideal,F,VS2,61.2,56.0,2891
0.71,Ideal,E,VS2,61.6,56.0,2891
0.71,Ideal,E,VS2,62.7,56.0,2891
0.72,Ideal,D,SI1,61.1,56.0,2891
0.71,Good,D,VS2,62.3,61.0,2891
0.86,Ideal,H,SI2,61.8,55.0,2892
1.19,Fair,H,I1,65.1,59.0,2892
0.71,Very Good,F,VS1,62.6,55.0,2893
0.82,Very Good,G,SI2,62.5,56.0,2893
0.71,Ideal,G,VVS2,61.5,57.0,2893
0.75,Ideal,F,VS2,62.5,57.0,2893
0.7,Very Good,H,VVS1,59.2,60.0,2893
0.8,Ideal,G,SI2,62.5,55.0,2893
0.82,Good,G,SI2,59.9,62.0,2893
0.82,Very Good,G,SI1,63.4,55.0,2893
0.82,Premium,G,SI1,59.9,59.0,2893
0.81,Very Good,E,SI2,62.4,57.0,2894
0.81,Ideal,G,SI2,62.2,57.0,2894
0.76,Ideal,F,SI1,61.4,56.0,2894
0.71,Very Good,G,VS2,60.9,56.0,2895
0.7,Very Good,F,VS1,61.8,59.0,2895
0.7,Ideal,G,VVS2,62.1,53.0,2895
0.74,Very Good,G,VS1,59.8,58.0,2896
0.77,Very Good,G,VS2,61.3,60.0,2896
0.77,Very Good,G,VS2,58.3,63.0,2896
0.53,Ideal,F,VVS1,61.6,56.0,2896
0.79,Ideal,D,SI1,61.5,56.0,2896
0.73,Ideal,E,SI2,61.5,55.0,2896
0.77,Ideal,D,SI2,62.1,56.0,2896
0.77,Premium,E,SI1,60.9,58.0,2896
1.01,Very Good,I,I1,63.1,57.0,2896
1.01,Ideal,I,I1,61.5,57.0,2896
0.6,Very Good,D,VVS2,60.6,57.0,2897
0.76,Premium,E,SI1,61.1,58.0,2897
0.54,Ideal,D,VVS2,61.4,52.0,2897
0.72,Ideal,E,SI1,62.5,55.0,2897
0.72,Good,F,VS1,59.4,61.0,2897
0.74,Premium,D,VS2,61.8,58.0,2897
1.12,Premium,J,SI2,60.6,59.0,2898
0.75,Ideal,D,SI1,62.3,55.0,2898
0.77,Ideal,D,SI1,62.6,57.0,2898
0.98,Good,H,SI2,57.9,56.0,2898
0.79,Ideal,G,SI1,61.1,57.0,2898
0.79,Ideal,G,SI1,62.3,57.0,2898
0.79,Ideal,G,SI1,62.3,57.0,2898
0.79,Ideal,G,SI1,62.3,57.0,2898
0.79,Ideal,G,SI1,62.3,57.0,2898
0.79,Ideal,G,SI1,62.3,57.0,2898
0.7,Good,G,VVS1,59.9,61.0,2899
0.7,Very Good,F,SI1,61.9,58.0,2900
0.72,Premium,D,VS1,62.7,58.0,2900
0.8,Premium,F,SI1,62.7,58.0,2901
0.81,Ideal,E,SI2,63.0,56.0,2901
0.81,Premium,E,SI2,62.5,59.0,2901
0.74,Ideal,E,VS2,61.9,57.0,2901
0.73,Premium,E,VS2,62.0,60.0,2902
0.73,Ideal,E,VS2,61.4,55.0,2902
0.75,Ideal,G,SI1,61.6,55.0,2902
0.71,Fair,E,VS2,64.6,59.0,2902
0.71,Premium,E,VS2,59.6,60.0,2902
0.75,Premium,D,SI1,62.8,60.0,2903
0.75,Ideal,D,SI1,62.3,57.0,2903
0.72,Ideal,D,SI1,61.9,55.0,2903
0.72,Premium,D,SI1,61.4,59.0,2903
0.72,Premium,E,VS2,61.1,59.0,2903
0.79,Very Good,F,SI1,63.0,54.0,2904
0.79,Very Good,D,SI2,62.8,57.0,2904
0.7,Very Good,E,VS1,58.4,59.0,2904
0.62,Ideal,E,VVS2,62.0,56.0,2904
0.7,Very Good,G,VVS2,59.3,62.0,2905
0.7,Very Good,G,VVS2,63.4,59.0,2905
0.7,Very Good,G,VVS2,63.3,59.0,2905
0.71,Very Good,G,VS2,62.1,58.0,2905
0.86,Very Good,I,VS1,61.2,58.0,2905
0.53,Ideal,D,VVS1,62.5,54.0,2905
0.91,Very Good,J,SI1,63.5,58.0,2905
0.95,Good,I,SI2,63.8,57.0,2905
0.91,Premium,J,SI1,62.8,59.0,2905
0.74,Very Good,D,VS2,62.4,57.0,2906
0.8,Ideal,I,VS1,62.2,58.0,2906
0.74,Good,E,SI1,62.8,61.0,2906
0.61,Ideal,E,VVS2,62.4,53.9,2907
0.61,Ideal,E,VVS2,62.4,53.6,2907
0.61,Ideal,E,VVS2,62.1,54.2,2907
0.72,Ideal,H,VVS1,62.8,57.0,2907
0.7,Ideal,F,VS2,62.3,53.0,2907
0.71,Ideal,F,VS1,61.9,56.0,2907
0.79,Ideal,G,SI1,60.3,60.0,2907
0.72,Ideal,E,SI1,62.6,56.0,2907
0.33,Ideal,G,SI2,62.9,55.0,557
0.39,Ideal,H,SI2,61.5,57.0,558
0.32,Ideal,D,SI1,61.3,55.0,558
0.25,Premium,F,VS1,61.2,59.0,558
0.25,Good,F,VS1,63.6,57.0,558
0.25,Premium,E,VS1,60.7,59.0,558
0.25,Premium,E,VS1,61.5,60.0,558
0.31,Premium,I,VS2,60.8,58.0,558
0.31,Premium,I,VS2,59.8,60.0,558
0.31,Very Good,I,VS2,63.2,55.0,558
0.31,Premium,I,VS2,62.3,57.0,558
0.31,Premium,H,SI1,58.7,60.0,558
0.31,Premium,H,SI1,62.7,58.0,558
0.31,Ideal,E,SI2,61.7,56.0,558
0.31,Ideal,E,SI2,60.1,57.0,558
0.31,Ideal,E,SI2,61.3,55.0,558
0.31,Premium,I,VS2,60.8,60.0,558
0.31,Ideal,I,VS2,59.9,57.0,558
0.31,Premium,I,VS2,59.9,60.0,558
0.31,Premium,I,VS2,61.1,58.0,558
0.31,Premium,I,VS2,60.7,61.0,558
0.31,Very Good,I,VS2,63.1,54.0,558
0.31,Premium,I,VS2,62.3,60.0,558
0.31,Premium,H,SI1,61.7,59.0,558
0.31,Premium,H,SI1,61.0,61.0,558
0.31,Good,H,SI1,63.6,57.0,558
0.31,Premium,H,SI1,62.4,57.0,558
0.31,Premium,H,SI1,62.8,58.0,558
0.31,Ideal,H,SI1,62.9,56.0,558
0.31,Premium,E,SI2,60.9,60.0,558
0.82,Very Good,H,SI1,63.6,56.0,2908
0.73,Ideal,I,VS1,61.5,55.0,2908
0.7,Premium,D,VS2,61.0,60.0,2909
0.7,Premium,D,VS2,60.9,57.0,2909
0.71,Ideal,H,VS1,61.2,56.0,2909
0.71,Ideal,H,VS1,61.9,56.0,2909
0.9,Ideal,I,SI2,61.9,57.0,2909
0.71,Very Good,D,VS1,62.9,57.0,2910
1.05,Premium,I,SI2,58.3,57.0,2911
0.59,Ideal,E,VVS2,61.1,57.0,2911
0.71,Ideal,G,VS2,60.6,56.0,2911
0.77,Good,F,VS2,60.3,61.0,2911
0.73,Good,E,VS2,64.2,54.0,2912
0.7,Good,E,VS2,58.7,63.0,2912
0.73,Good,E,VS2,63.2,56.0,2912
0.8,Premium,E,SI1,61.2,60.0,2912
1.0,Fair,H,SI2,65.2,54.0,2912
1.0,Fair,I,SI1,66.0,56.0,2912
1.0,Fair,H,SI2,67.0,55.0,2912
0.7,Very Good,D,VS2,60.7,60.0,2913
